"","domain","phylum","class","order","family","genus","species"
"ASV_1422","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"ASV_2282","Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA,NA
"ASV_1438","Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA,NA
"ASV_4215","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Nodosilineaceae","MBIC10086",NA
"ASV_5187","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales",NA,NA,NA
"ASV_4497","Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA,NA
"ASV_2070","Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA,NA
"ASV_6719","Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA,NA
"ASV_10031","Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA,NA
"ASV_3601","Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA,NA
"ASV_4804","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_1205","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_9778","Bacteria","Firmicutes","Clostridia",NA,NA,NA,NA
"ASV_7649","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_9085","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_17320","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_3971","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_17179","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_18766","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_13663","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_374","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA,NA
"ASV_897","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV_621","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Cellulosilyticum",NA
"ASV_70","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus",NA
"ASV_2126","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_3529","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus",NA
"ASV_510","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus",NA
"ASV_4919","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus",NA
"ASV_16670","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae",NA,NA
"ASV_11511","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_19394","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_11992","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_8741","Bacteria","Planctomycetota",NA,NA,NA,NA,NA
"ASV_14208","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Desulfosarcina",NA
"ASV_11379","Bacteria","Acidobacteriota","Holophagae","Acanthopleuribacterales","Acanthopleuribacteraceae","Acanthopleuribacter",NA
"ASV_7610","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Chroococcidiopsis PCC-6712",NA
"ASV_7880","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacter",NA
"ASV_15287","Bacteria","Acidobacteriota",NA,NA,NA,NA,NA
"ASV_8956","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10",NA
"ASV_17227","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter",NA
"ASV_10568","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_5270","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_8452","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade",NA
"ASV_7797","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade",NA
"ASV_7075","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_15025","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade",NA
"ASV_10992","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_4134","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade",NA
"ASV_1928","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_10923","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_8504","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_5014","Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales",NA,NA,NA
"ASV_4949","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_12097","Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,NA,NA
"ASV_10412","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_15912","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_9669","Bacteria","Firmicutes","Clostridia","Oscillospirales",NA,NA,NA
"ASV_3464","Bacteria","Actinobacteriota","Actinobacteria","Frankiales",NA,NA,NA
"ASV_10716","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae",NA,NA
"ASV_3653","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_13669","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"ASV_19230","Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales",NA,NA,NA
"ASV_17939","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_8820","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_16402","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_3147","Bacteria","Bacteroidota",NA,NA,NA,NA,NA
"ASV_5032","Bacteria","Firmicutes","Clostridia",NA,NA,NA,NA
"ASV_5950","Bacteria","Firmicutes","Clostridia",NA,NA,NA,NA
"ASV_7500","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"ASV_13643","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 4",NA
"ASV_5329","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1",NA
"ASV_1680","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_4643","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_17703","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_8749","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"ASV_13105","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA,NA
"ASV_8970","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_4925","Bacteria","Bacteroidota","Bacteroidia","Cytophagales",NA,NA,NA
"ASV_4419","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna",NA
"ASV_7986","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella",NA
"ASV_16514","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA,NA
"ASV_17421","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella",NA
"ASV_6320","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA,NA
"ASV_15298","Bacteria","Bacteroidota",NA,NA,NA,NA,NA
"ASV_2633","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_2716","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_7211","Bacteria","Bacteroidota","Bacteroidia","Cytophagales",NA,NA,NA
"ASV_11923","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_17512","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_694","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_14642","Bacteria","Bacteroidota","Bacteroidia","Cytophagales",NA,NA,NA
"ASV_11663","Bacteria","Bacteroidota","Bacteroidia","Cytophagales",NA,NA,NA
"ASV_5813","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter",NA
"ASV_6472","Bacteria","Bacteroidota","Bacteroidia","Cytophagales",NA,NA,NA
"ASV_9475","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_7823","Bacteria","Bacteroidota","Bacteroidia","Cytophagales",NA,NA,NA
"ASV_11135","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_876","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga",NA
"ASV_261","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_257","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_11945","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella",NA
"ASV_8042","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella",NA
"ASV_12384","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella",NA
"ASV_11838","Bacteria","Bacteroidota","Bacteroidia","Cytophagales",NA,NA,NA
"ASV_11515","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_5879","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella",NA
"ASV_3446","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_2717","Bacteria","Planctomycetota",NA,NA,NA,NA,NA
"ASV_12481","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_10605","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"ASV_5680","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_4802","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_2354","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_6043","Bacteria","Desulfobacterota","Desulfuromonadia","PB19",NA,NA,NA
"ASV_3978","Bacteria","NB1-j",NA,NA,NA,NA,NA
"ASV_11449","Bacteria","NB1-j",NA,NA,NA,NA,NA
"ASV_9345","Bacteria","NB1-j",NA,NA,NA,NA,NA
"ASV_3129","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_2177","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_15137","Bacteria","Desulfobacterota","Desulfuromonadia","PB19",NA,NA,NA
"ASV_8003","Bacteria","Desulfobacterota",NA,NA,NA,NA,NA
"ASV_5515","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_7611","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfopila",NA
"ASV_1431","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfotalea",NA
"ASV_15135","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"ASV_8214","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_3802","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_8231","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"ASV_9428","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV_16107","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,NA,NA
"ASV_1886","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales",NA,NA,NA
"ASV_1054","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV_6871","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_4974","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales",NA,NA,NA
"ASV_333","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_1998","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_15313","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_6281","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"ASV_1119","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Tistlia",NA
"ASV_12822","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae",NA,NA
"ASV_8730","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_7011","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae",NA,NA
"ASV_18198","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_162","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_925","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"ASV_14749","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_1841","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV_5654","Bacteria","Planctomycetota","Phycisphaerae",NA,NA,NA,NA
"ASV_14082","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_6505","Bacteria","Desulfobacterota",NA,NA,NA,NA,NA
"ASV_14028","Bacteria","Acidobacteriota","Subgroup 22",NA,NA,NA,NA
"ASV_8463","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"ASV_3316","Bacteria","Planctomycetota",NA,NA,NA,NA,NA
"ASV_2255","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter",NA
"ASV_17996","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_9335","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_7506","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_5831","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Halobacteriovorax",NA
"ASV_4183","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Halobacteriovorax",NA
"ASV_7976","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Halobacteriovorax",NA
"ASV_5170","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Halobacteriovorax",NA
"ASV_4855","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter",NA
"ASV_485","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Halobacteriovorax",NA
"ASV_17488","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae",NA,NA
"ASV_9944","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Halobacteriovorax",NA
"ASV_6873","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_10869","Bacteria","Acidobacteriota",NA,NA,NA,NA,NA
"ASV_3389","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A clade",NA,NA,NA
"ASV_1654","Bacteria","Planctomycetota","Planctomycetes",NA,NA,NA,NA
"ASV_6627","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_9461","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula",NA
"ASV_4167","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula",NA
"ASV_7152","Bacteria","Planctomycetota","Planctomycetes",NA,NA,NA,NA
"ASV_9724","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA,NA
"ASV_8234","Bacteria","Planctomycetota","Planctomycetes",NA,NA,NA,NA
"ASV_4229","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula",NA
"ASV_6293","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA,NA
"ASV_7026","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_12596","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42",NA
"ASV_1368","Bacteria","Myxococcota",NA,NA,NA,NA,NA
"ASV_11809","Bacteria","Planctomycetota","BD7-11",NA,NA,NA,NA
"ASV_900","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales",NA,NA,NA
"ASV_1161","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales",NA,NA,NA
"ASV_552","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales",NA,NA,NA
"ASV_3197","Bacteria","Proteobacteria","Gammaproteobacteria","pItb-vmat-80",NA,NA,NA
"ASV_18829","Bacteria","Proteobacteria","Gammaproteobacteria","D90",NA,NA,NA
"ASV_1760","Bacteria","Proteobacteria","Gammaproteobacteria","D90",NA,NA,NA
"ASV_12874","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_10027","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter",NA
"ASV_5163","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter",NA
"ASV_5759","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA,NA
"ASV_13679","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",NA,NA,NA
"ASV_3580","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Agaribacter",NA
"ASV_4049","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA,NA
"ASV_8975","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_448","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Moritellaceae","Paramoritella",NA
"ASV_196","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Ferrimonas",NA
"ASV_58","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Thaumasiovibrio",NA
"ASV_6184","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA,NA
"ASV_355","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Ferrimonas",NA
"ASV_9696","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Thaumasiovibrio",NA
"ASV_5448","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA,NA
"ASV_367","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio",NA
"ASV_590","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA,NA
"ASV_741","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA,NA
"ASV_276","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio",NA
"ASV_703","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium",NA
"ASV_12205","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_16456","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV_12415","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","Porticoccus",NA
"ASV_7199","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales",NA,NA,NA
"ASV_6047","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Aestuariicella",NA
"ASV_630","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Parahaliea",NA
"ASV_3640","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Parahaliea",NA
"ASV_4765","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae",NA,NA
"ASV_1953","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae",NA,NA
"ASV_12275","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia",NA
"ASV_1049","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia",NA
"ASV_2278","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus",NA
"ASV_19951","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","JTB255 marine benthic group",NA
"ASV_2424","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA,NA
"ASV_8488","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Hahellaceae","Hahella",NA
"ASV_4321","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea",NA
"ASV_1451","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus",NA
"ASV_8145","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Agarilytica",NA
"ASV_7461","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",NA,NA,NA
"ASV_9958","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_6651","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia",NA
"ASV_2435","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus",NA
"ASV_4186","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5) clade",NA
"ASV_2794","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus",NA
"ASV_2145","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Parahaliea",NA
"ASV_582","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Pseudohaliea",NA
"ASV_5606","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Parahaliea",NA
"ASV_1130","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA,NA
"ASV_4284","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA,NA
"ASV_7714","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA,NA
"ASV_1643","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales",NA,NA,NA
"ASV_1937","Bacteria","Proteobacteria","Gammaproteobacteria","AT-s2-59",NA,NA,NA
"ASV_4188","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus",NA
"ASV_18916","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","C1-B045",NA
"ASV_1713","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Psychrobium",NA
"ASV_691","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Psychrosphaera",NA
"ASV_9076","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Algicola",NA
"ASV_9279","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Psychrosphaera",NA
"ASV_9373","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Algicola",NA
"ASV_3590","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",NA,NA,NA
"ASV_2341","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",NA,NA,NA
"ASV_2624","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas",NA
"ASV_8272","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas",NA
"ASV_502","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella",NA
"ASV_307","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella",NA
"ASV_179","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae",NA,NA
"ASV_18","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae",NA,NA
"ASV_635","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae",NA,NA
"ASV_9664","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea",NA
"ASV_3687","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae",NA,NA
"ASV_2195","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae",NA,NA
"ASV_2937","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","FS142-36B-02",NA
"ASV_326","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_285","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_11047","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_14297","Bacteria","Firmicutes","Clostridia",NA,NA,NA,NA
"ASV_18833","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Paraspirulinaceae",NA,NA
"ASV_11430","Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
