,collection_date,Speed.cm.s.,Bearing.degrees.,Velocity.N.cm.s.,Velocity.E.cm.s.,Temperature.C.,reef,Genotype,Fragment_number,Month,Year,Fragment_num,day,Survey.,LiveFrag,L,W,H,Adjusted.Area,S01FragCount,Year.x,Si.uM.,NO2.uM.,N.N.uM.,NO3.uM.,PO4.uM.,sample_ID,sample_ID2,Health,Month.x,Samp_trip,joining_info,order,species,time_Reef,Cluster,sampling_trip,X,colour_reef,colour_genotype,colour_reef_genotype,colour_timepoint,colour_timepoint_reef,cluster_latitude,cluster_longitude,cluster_depth,depth,Year.y,Month.y,Lat_decimal,Long_decimal,avgchla_mgm.3,sdchla_mgm.3,avgSST_degC,sdSST_degC
bagnumber-2249,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,HS1,6,November,2019,66.66666667,19,9,1,NA,NA,NA,NA,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gHS1_cl67_fr6_AH_2019-11-19,apal_ndr_gHS1_cl67_fr6_AH_2019-11-19,AH,November,Trip_5,HS1_Cluster_67_6_ndr,275,apal,5_ndr,67,5,NA,maroon2,greenyellow,olivedrab1,orangered,olivedrab1,25.1303102,-80.293823,-12.6,12.6,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2250,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,HS1,7,November,2019,66.66666667,19,9,1,NA,NA,NA,NA,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gHS1_cl67_fr7_AH_2019-11-19,apal_ndr_gHS1_cl67_fr7_AH_2019-11-19,AH,November,Trip_5,HS1_Cluster_67_7_ndr,276,apal,5_ndr,67,5,NA,maroon2,greenyellow,olivedrab1,orangered,olivedrab1,25.1303102,-80.293823,-12.6,12.6,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-1585,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,HS1,3,September,2019,66.66666667,25,8,1,NA,NA,NA,NA,7,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gHS1_cl63_fr3_AH_2019-09-25,apal_ndr_gHS1_cl63_fr3_AH_2019-09-25,AH,September,Trip_4,HS1_Cluster_63_3_ndr,115,apal,4_ndr,63,4,NA,maroon2,greenyellow,olivedrab1,greenyellow,turquoise3,25.1302969,-80.2938556,-12.6,12.6,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1682,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,HS1,3,September,2019,66.66666667,25,8,1,NA,NA,NA,NA,7,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gHS1_cl70_fr3_AH_2019-09-25,apal_ndr_gHS1_cl70_fr3_AH_2019-09-25,AH,September,Trip_4,HS1_Cluster_70_3_ndr,136,apal,4_ndr,70,4,NA,maroon2,greenyellow,olivedrab1,greenyellow,turquoise3,25.1302873,-80.2938389,-12.6,12.6,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1586,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,HS1,4,September,2019,66.66666667,25,8,1,NA,NA,NA,NA,7,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gHS1_cl63_fr4_AH_2019-09-25,apal_ndr_gHS1_cl63_fr4_AH_2019-09-25,AH,September,Trip_4,HS1_Cluster_63_4_ndr,116,apal,4_ndr,63,4,NA,maroon2,greenyellow,olivedrab1,greenyellow,turquoise3,25.1302969,-80.2938556,-12.6,12.6,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1683,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,HS1,4,September,2019,66.66666667,25,8,1,NA,NA,NA,NA,7,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gHS1_cl70_fr4_AH_2019-09-25,apal_ndr_gHS1_cl70_fr4_AH_2019-09-25,AH,September,Trip_4,HS1_Cluster_70_4_ndr,137,apal,4_ndr,70,4,NA,maroon2,greenyellow,olivedrab1,greenyellow,turquoise3,25.1302873,-80.2938389,-12.6,12.6,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1587,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,HS1,5,September,2019,66.66666667,25,8,1,NA,NA,NA,NA,7,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gHS1_cl63_fr5_AH_2019-09-25,apal_ndr_gHS1_cl63_fr5_AH_2019-09-25,AH,September,Trip_4,HS1_Cluster_63_5_ndr,117,apal,4_ndr,63,4,NA,maroon2,greenyellow,olivedrab1,greenyellow,turquoise3,25.1302969,-80.2938556,-12.6,12.6,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1689,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,HS1,6,September,2019,66.66666667,25,8,1,NA,NA,NA,NA,7,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gHS1_cl67_fr6_AH_2019-09-25,apal_ndr_gHS1_cl67_fr6_AH_2019-09-25,AH,September,Trip_4,HS1_Cluster_67_6_ndr,139,apal,4_ndr,67,4,NA,maroon2,greenyellow,olivedrab1,greenyellow,turquoise3,25.1303102,-80.293823,-12.6,12.6,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1187,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,HS1,3,June,2019,66.66666667,26,7,1,NA,NA,NA,85.78583333,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gHS1_cl63_fr3_AH_2019-06-26,apal_ndr_gHS1_cl63_fr3_AH_2019-06-26,AH,June,Trip_3,HS1_Cluster_63_3_ndr,44,apal,3_ndr,63,3,NA,maroon2,greenyellow,olivedrab1,maroon2,greenyellow,25.1302969,-80.2938556,-12.6,12.6,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1217,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,HS1,3,June,2019,66.66666667,26,7,1,NA,NA,NA,85.78583333,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gHS1_cl70_fr3_AH_2019-06-26,apal_ndr_gHS1_cl70_fr3_AH_2019-06-26,AH,June,Trip_3,HS1_Cluster_70_3_ndr,50,apal,3_ndr,70,3,NA,maroon2,greenyellow,olivedrab1,maroon2,greenyellow,25.1302873,-80.2938389,-12.6,12.6,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1223,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,HS1,3,June,2019,66.66666667,26,7,1,NA,NA,NA,85.78583333,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gHS1_cl67_fr3_AH_2019-06-26,apal_ndr_gHS1_cl67_fr3_AH_2019-06-26,AH,June,Trip_3,HS1_Cluster_67_3_ndr,53,apal,3_ndr,67,3,NA,maroon2,greenyellow,olivedrab1,maroon2,greenyellow,25.1303102,-80.293823,-12.6,12.6,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1188,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,HS1,4,June,2019,66.66666667,26,7,1,NA,NA,NA,102.7732667,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gHS1_cl63_fr4_AH_2019-06-26,apal_ndr_gHS1_cl63_fr4_AH_2019-06-26,AH,June,Trip_3,HS1_Cluster_63_4_ndr,45,apal,3_ndr,63,3,NA,maroon2,greenyellow,olivedrab1,maroon2,greenyellow,25.1302969,-80.2938556,-12.6,12.6,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1218,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,HS1,4,June,2019,66.66666667,26,7,1,NA,NA,NA,102.7732667,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gHS1_cl70_fr4_AH_2019-06-26,apal_ndr_gHS1_cl70_fr4_AH_2019-06-26,AH,June,Trip_3,HS1_Cluster_70_4_ndr,51,apal,3_ndr,70,3,NA,maroon2,greenyellow,olivedrab1,maroon2,greenyellow,25.1302873,-80.2938389,-12.6,12.6,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1189,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,HS1,5,June,2019,66.66666667,26,7,1,NA,NA,NA,120.3643333,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gHS1_cl63_fr5_AH_2019-06-26,apal_ndr_gHS1_cl63_fr5_AH_2019-06-26,AH,June,Trip_3,HS1_Cluster_63_5_ndr,46,apal,3_ndr,63,3,NA,maroon2,greenyellow,olivedrab1,maroon2,greenyellow,25.1302969,-80.2938556,-12.6,12.6,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1219,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,HS1,5,June,2019,66.66666667,26,7,1,NA,NA,NA,120.3643333,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gHS1_cl70_fr5_AH_2019-06-26,apal_ndr_gHS1_cl70_fr5_AH_2019-06-26,AH,June,Trip_3,HS1_Cluster_70_5_ndr,52,apal,3_ndr,70,3,NA,maroon2,greenyellow,olivedrab1,maroon2,greenyellow,25.1302873,-80.2938389,-12.6,12.6,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1224,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,HS1,6,June,2019,66.66666667,26,7,1,NA,NA,NA,130.9237333,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gHS1_cl67_fr6_AH_2019-06-26,apal_ndr_gHS1_cl67_fr6_AH_2019-06-26,AH,June,Trip_3,HS1_Cluster_67_6_ndr,54,apal,3_ndr,67,3,NA,maroon2,greenyellow,olivedrab1,maroon2,greenyellow,25.1303102,-80.293823,-12.6,12.6,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1225,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,HS1,7,June,2019,66.66666667,26,7,1,NA,NA,NA,86.8308,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gHS1_cl67_fr7_AH_2019-06-26,apal_ndr_gHS1_cl67_fr7_AH_2019-06-26,AH,June,Trip_3,HS1_Cluster_67_7_ndr,55,apal,3_ndr,67,3,NA,maroon2,greenyellow,olivedrab1,maroon2,greenyellow,25.1303102,-80.293823,-12.6,12.6,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-698,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,HS1,3,March,2019,66.66666667,4,5,1,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gHS1_cl67_fr3_AH_2019-03-04,apal_ndr_gHS1_cl67_fr3_AH_2019-03-04,AH,March,Trip_2,HS1_Cluster_67_3_ndr,339,apal,2_ndr,67,2,NA,greenyellow,greenyellow,olivedrab1,blue4,maroon2,25.1303102,-80.293823,-12.6,12.6,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-744,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,HS1,3,March,2019,66.66666667,4,5,1,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gHS1_cl70_fr3_AH_2019-03-04,apal_ndr_gHS1_cl70_fr3_AH_2019-03-04,AH,March,Trip_2,HS1_Cluster_70_3_ndr,349,apal,2_ndr,70,2,NA,maroon2,greenyellow,olivedrab1,blue4,maroon2,25.1302873,-80.2938389,-12.6,12.6,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-844,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,HS1,3,March,2019,66.66666667,4,5,1,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gHS1_cl63_fr3_AH_2019-03-04,apal_ndr_gHS1_cl63_fr3_AH_2019-03-04,AH,March,Trip_2,HS1_Cluster_63_3_ndr,376,apal,2_ndr,63,2,NA,maroon2,greenyellow,olivedrab1,blue4,maroon2,25.1302969,-80.2938556,-12.6,12.6,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-745,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,HS1,4,March,2019,66.66666667,4,5,1,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gHS1_cl70_fr4_AH_2019-03-04,apal_ndr_gHS1_cl70_fr4_AH_2019-03-04,AH,March,Trip_2,HS1_Cluster_70_4_ndr,350,apal,2_ndr,70,2,NA,maroon2,greenyellow,olivedrab1,blue4,maroon2,25.1302873,-80.2938389,-12.6,12.6,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-845,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,HS1,4,March,2019,66.66666667,4,5,1,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gHS1_cl63_fr4_AH_2019-03-04,apal_ndr_gHS1_cl63_fr4_AH_2019-03-04,AH,March,Trip_2,HS1_Cluster_63_4_ndr,377,apal,2_ndr,63,2,NA,maroon2,greenyellow,olivedrab1,blue4,maroon2,25.1302969,-80.2938556,-12.6,12.6,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-746,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,HS1,5,March,2019,66.66666667,4,5,1,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gHS1_cl70_fr5_AH_2019-03-04,apal_ndr_gHS1_cl70_fr5_AH_2019-03-04,AH,March,Trip_2,HS1_Cluster_70_5_ndr,351,apal,2_ndr,70,2,NA,maroon2,greenyellow,olivedrab1,blue4,maroon2,25.1302873,-80.2938389,-12.6,12.6,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-699,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,HS1,6,March,2019,66.66666667,4,5,1,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gHS1_cl67_fr6_AH_2019-03-04,apal_ndr_gHS1_cl67_fr6_AH_2019-03-04,AH,March,Trip_2,HS1_Cluster_67_6_ndr,340,apal,2_ndr,67,2,NA,greenyellow,greenyellow,olivedrab1,blue4,maroon2,25.1303102,-80.293823,-12.6,12.6,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-700,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,HS1,7,March,2019,66.66666667,4,5,1,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gHS1_cl67_fr7_AH_2019-03-04,apal_ndr_gHS1_cl67_fr7_AH_2019-03-04,AH,March,Trip_2,HS1_Cluster_67_7_ndr,341,apal,2_ndr,67,2,NA,greenyellow,greenyellow,olivedrab1,blue4,maroon2,25.1303102,-80.293823,-12.6,12.6,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-2237,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN2,3,November,2019,45.66666667,19,9,1,NA,NA,NA,207.40965,6.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN2_cl15_fr3_AH_2019-11-19,apal_ndr_gCN2_cl15_fr3_AH_2019-11-19,AH,November,Trip_5,CN2_Cluster_15_3_ndr,267,apal,5_ndr,15,5,NA,maroon2,blue4,greenyellow,orangered,olivedrab1,25.1303356,-80.2939744,-11.8,11.8,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2238,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN2,4,November,2019,45.66666667,19,9,1,NA,NA,NA,192.1514,6.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN2_cl15_fr4_AH_2019-11-19,apal_ndr_gCN2_cl15_fr4_AH_2019-11-19,AH,November,Trip_5,CN2_Cluster_15_4_ndr,268,apal,5_ndr,15,5,NA,maroon2,blue4,greenyellow,orangered,olivedrab1,25.1303356,-80.2939744,-11.8,11.8,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2239,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN2,5,November,2019,45.66666667,19,9,1,NA,NA,NA,160.6838,6.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN2_cl15_fr5_AH_2019-11-19,apal_ndr_gCN2_cl15_fr5_AH_2019-11-19,AH,November,Trip_5,CN2_Cluster_15_5_ndr,269,apal,5_ndr,15,5,NA,maroon2,blue4,greenyellow,orangered,olivedrab1,25.1303356,-80.2939744,-11.8,11.8,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2240,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN2,6,November,2019,45.66666667,19,9,1,NA,NA,NA,160.6838,6.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN2_cl15_fr6_AH_2019-11-19,apal_ndr_gCN2_cl15_fr6_AH_2019-11-19,AH,November,Trip_5,CN2_Cluster_15_6_ndr,270,apal,5_ndr,15,5,NA,maroon2,blue4,greenyellow,orangered,olivedrab1,25.1303356,-80.2939744,-11.8,11.8,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2179,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,ML2,3,November,2019,22.33333333,19,9,0.666666667,NA,NA,NA,50.88136667,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gML2_cl26_fr3_AH_2019-11-19,apal_ndr_gML2_cl26_fr3_AH_2019-11-19,AH,November,Trip_5,ML2_Cluster_26_3_ndr,256,apal,5_ndr,26,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303151,-80.2939404,-11.8,11.8,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2226,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,ML2,3,November,2019,22.33333333,19,9,0.666666667,NA,NA,NA,50.88136667,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gML2_cl18_fr3_AH_2019-11-19,apal_ndr_gML2_cl18_fr3_AH_2019-11-19,AH,November,Trip_5,ML2_Cluster_18_3_ndr,263,apal,5_ndr,18,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303496,-80.2939585,-11.8,11.8,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2180,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,ML2,4,November,2019,22.33333333,19,9,1,NA,NA,NA,79.61703333,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gML2_cl26_fr4_AH_2019-11-19,apal_ndr_gML2_cl26_fr4_AH_2019-11-19,AH,November,Trip_5,ML2_Cluster_26_4_ndr,257,apal,5_ndr,26,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303151,-80.2939404,-11.8,11.8,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2227,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,ML2,4,November,2019,22.33333333,19,9,1,NA,NA,NA,79.61703333,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gML2_cl18_fr4_AH_2019-11-19,apal_ndr_gML2_cl18_fr4_AH_2019-11-19,AH,November,Trip_5,ML2_Cluster_18_4_ndr,264,apal,5_ndr,18,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303496,-80.2939585,-11.8,11.8,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2221,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,ML2,5,November,2019,22.33333333,19,9,1,NA,NA,NA,116.4752,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gML2_cl26_fr5_AH_2019-11-19,apal_ndr_gML2_cl26_fr5_AH_2019-11-19,AH,November,Trip_5,ML2_Cluster_26_5_ndr,258,apal,5_ndr,26,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303151,-80.2939404,-11.8,11.8,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2228,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,ML2,5,November,2019,22.33333333,19,9,1,NA,NA,NA,116.4752,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gML2_cl18_fr5_AH_2019-11-19,apal_ndr_gML2_cl18_fr5_AH_2019-11-19,AH,November,Trip_5,ML2_Cluster_18_5_ndr,265,apal,5_ndr,18,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303496,-80.2939585,-11.8,11.8,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2229,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,ML2,6,November,2019,22.33333333,19,9,1,NA,NA,NA,153.3591667,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gML2_cl18_fr6_AH_2019-11-19,apal_ndr_gML2_cl18_fr6_AH_2019-11-19,AH,November,Trip_5,ML2_Cluster_18_6_ndr,266,apal,5_ndr,18,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303496,-80.2939585,-11.8,11.8,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-1702,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,CN2,3,September,2019,45.66666667,25,8,1,NA,NA,NA,NA,6.666666667,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gCN2_cl15_fr3_AH_2019-09-25,apal_ndr_gCN2_cl15_fr3_AH_2019-09-25,AH,September,Trip_4,CN2_Cluster_15_3_ndr,148,apal,4_ndr,15,4,NA,maroon2,blue4,greenyellow,greenyellow,turquoise3,25.1303356,-80.2939744,-11.8,11.8,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1703,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,CN2,5,September,2019,45.66666667,25,8,1,NA,NA,NA,NA,6.666666667,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gCN2_cl15_fr5_AH_2019-09-25,apal_ndr_gCN2_cl15_fr5_AH_2019-09-25,AH,September,Trip_4,CN2_Cluster_15_5_ndr,149,apal,4_ndr,15,4,NA,maroon2,blue4,greenyellow,greenyellow,turquoise3,25.1303356,-80.2939744,-11.8,11.8,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1704,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,CN2,6,September,2019,45.66666667,25,8,1,NA,NA,NA,NA,6.666666667,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gCN2_cl15_fr6_AH_2019-09-25,apal_ndr_gCN2_cl15_fr6_AH_2019-09-25,AH,September,Trip_4,CN2_Cluster_15_6_ndr,150,apal,4_ndr,15,4,NA,maroon2,blue4,greenyellow,greenyellow,turquoise3,25.1303356,-80.2939744,-11.8,11.8,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1652,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,ML2,3,September,2019,22.33333333,25,8,0.666666667,NA,NA,NA,NA,7,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gML2_cl18_fr3_AH_2019-09-25,apal_ndr_gML2_cl18_fr3_AH_2019-09-25,AH,September,Trip_4,ML2_Cluster_18_3_ndr,132,apal,4_ndr,18,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,25.1303496,-80.2939585,-11.8,11.8,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1647,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,ML2,4,September,2019,22.33333333,25,8,1,NA,NA,NA,NA,7,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gML2_cl26_fr4_AH_2019-09-25,apal_ndr_gML2_cl26_fr4_AH_2019-09-25,AH,September,Trip_4,ML2_Cluster_26_4_ndr,127,apal,4_ndr,26,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,25.1303151,-80.2939404,-11.8,11.8,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1653,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,ML2,4,September,2019,22.33333333,25,8,1,NA,NA,NA,NA,7,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gML2_cl18_fr4_AH_2019-09-25,apal_ndr_gML2_cl18_fr4_AH_2019-09-25,AH,September,Trip_4,ML2_Cluster_18_4_ndr,133,apal,4_ndr,18,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,25.1303496,-80.2939585,-11.8,11.8,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1648,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,ML2,5,September,2019,22.33333333,25,8,1,NA,NA,NA,NA,7,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gML2_cl26_fr5_AH_2019-09-25,apal_ndr_gML2_cl26_fr5_AH_2019-09-25,AH,September,Trip_4,ML2_Cluster_26_5_ndr,128,apal,4_ndr,26,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,25.1303151,-80.2939404,-11.8,11.8,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1654,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,ML2,5,September,2019,22.33333333,25,8,1,NA,NA,NA,NA,7,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gML2_cl18_fr5_AH_2019-09-25,apal_ndr_gML2_cl18_fr5_AH_2019-09-25,AH,September,Trip_4,ML2_Cluster_18_5_ndr,134,apal,4_ndr,18,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,25.1303496,-80.2939585,-11.8,11.8,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
